Brand,Model,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Toyota,Etios,2020,7.32,19.69,149563,CNG,Dealer,Manual,5
Toyota,Fortuner,2024,10.91,11.75,28513,Petrol,Dealer,Automatic,1
Mahindra,Scorpio,2019,6.5,12.61,18969,Diesel,Dealer,Automatic,5
Maruti,Dzire,2023,4.03,5.6,52706,Petrol,Dealer,Automatic,5
Honda,Civic,2024,21.83,24.71,68248,Petrol,Dealer,Automatic,1
Kia,Seltos,2021,2.37,9.94,188235,Diesel,Individual,Manual,2
Hyundai,Creta,2011,0.5,17.89,161517,Petrol,Individual,Automatic,0
Toyota,Fortuner,2009,0.5,3.48,126443,Diesel,Dealer,Automatic,3
Honda,Civic,2007,0.5,11.26,192011,Petrol,Individual,Manual,0
Honda,Civic,2015,0.5,18.99,167440,Diesel,Individual,Manual,0
Honda,City,2017,4.99,17.92,128532,Diesel,Individual,Automatic,0
Toyota,Fortuner,2006,0.5,14.31,145972,CNG,Dealer,Manual,2
Mahindra,Bolero,2011,0.5,10.09,130536,Petrol,Dealer,Automatic,4
Toyota,Etios,2005,0.5,19.81,165256,Diesel,Dealer,Manual,2
Maruti,Alto,2015,2.07,18.94,65358,CNG,Dealer,Manual,1
Kia,Seltos,2024,7.06,11.93,152019,CNG,Dealer,Manual,3
Tata,Tiago,2014,0.5,12.5,81411,Petrol,Individual,Manual,4
Hyundai,i20,2010,0.5,7.34,151856,Petrol,Individual,Manual,1
Honda,City,2009,0.5,13.63,30956,Petrol,Individual,Manual,2
Kia,Sonet,2021,7.66,11.7,102464,Diesel,Dealer,Automatic,2
Toyota,Etios,2011,0.5,14.12,61041,Petrol,Individual,Automatic,4
Mahindra,Scorpio,2020,1.15,6.96,156971,Diesel,Individual,Automatic,2
Toyota,Fortuner,2023,0.5,3.48,143132,Petrol,Individual,Automatic,5
Kia,Sonet,2023,2.43,6.51,172584,CNG,Dealer,Automatic,0
Hyundai,Creta,2005,0.5,13.28,111256,Petrol,Individual,Automatic,0
Tata,Tiago,2005,0.5,9.71,164922,CNG,Dealer,Automatic,1
Mahindra,XUV500,2014,0.5,19.01,186513,Petrol,Individual,Automatic,2
Tata,Harrier,2005,0.5,5.48,83126,Diesel,Dealer,Manual,2
Honda,City,2019,0.5,7.72,85825,Petrol,Individual,Manual,3
Toyota,Fortuner,2017,2.91,18.81,196770,Diesel,Dealer,Manual,5
Honda,Civic,2006,0.5,24.71,172315,CNG,Dealer,Manual,2
Hyundai,Venue,2012,0.5,5.99,80862,Diesel,Dealer,Manual,1
Mahindra,XUV500,2018,4.58,15.19,150450,Petrol,Dealer,Automatic,0
Toyota,Innova,2006,0.5,6.22,90640,Diesel,Dealer,Automatic,3
Toyota,Innova,2013,0.5,6.37,184825,Diesel,Dealer,Manual,5
Kia,Seltos,2020,7.7,17.38,121590,Petrol,Dealer,Automatic,4
Maruti,Dzire,2021,7.42,14.3,143762,Petrol,Dealer,Manual,0
Kia,Seltos,2011,0.5,15.77,127852,CNG,Dealer,Manual,5
Honda,City,2008,0.5,21.69,110017,Petrol,Dealer,Automatic,0
Hyundai,Venue,2008,0.5,21.28,181803,Diesel,Dealer,Automatic,0
Toyota,Etios,2008,0.5,3.82,175734,Diesel,Individual,Manual,3
Hyundai,i20,2011,0.5,23.96,105182,Diesel,Dealer,Automatic,5
Hyundai,Creta,2017,4.71,20.03,102283,Petrol,Individual,Automatic,3
Honda,Amaze,2019,6.9,16.21,146804,Petrol,Dealer,Automatic,1
Tata,Nexon,2008,0.5,11.43,95534,Diesel,Individual,Automatic,1
Maruti,Baleno,2011,0.5,19.66,198295,CNG,Dealer,Automatic,4
Tata,Nexon,2010,0.5,20.17,176414,CNG,Dealer,Automatic,4
Honda,City,2015,1.8,6.85,74713,Diesel,Dealer,Automatic,2
Hyundai,Creta,2009,0.5,17.87,93061,CNG,Individual,Manual,5
Toyota,Fortuner,2018,7.43,24.74,117054,CNG,Individual,Manual,4
Honda,City,2016,3.83,15.08,8937,CNG,Dealer,Manual,1
Tata,Nexon,2022,11.06,15.25,68000,Diesel,Dealer,Automatic,3
Honda,City,2009,0.5,7.66,16090,Diesel,Dealer,Automatic,3
Tata,Nexon,2016,3.39,24.12,103878,Diesel,Individual,Manual,5
Honda,Amaze,2020,4.36,12.27,178951,Diesel,Dealer,Automatic,5
Mahindra,Bolero,2023,5.45,8.13,74664,Diesel,Individual,Automatic,2
Mahindra,Scorpio,2015,0.5,7.54,90721,CNG,Individual,Automatic,1
Honda,Amaze,2021,5.5,14.42,170861,CNG,Individual,Automatic,4
Maruti,Swift,2009,0.5,9.7,82004,Petrol,Dealer,Automatic,1
Toyota,Fortuner,2012,0.5,8.32,9325,CNG,Individual,Manual,4
Kia,Sonet,2024,5.47,8.58,100118,CNG,Individual,Automatic,5
Hyundai,Creta,2020,0.5,4.53,175074,Petrol,Dealer,Manual,3
Maruti,Alto,2006,0.5,10.26,169691,Petrol,Individual,Automatic,0
Kia,Seltos,2024,1.86,4.03,129665,Diesel,Individual,Manual,0
Toyota,Innova,2005,0.5,4.89,157893,CNG,Individual,Manual,1
Hyundai,Verna,2005,0.5,20.38,75387,Petrol,Individual,Manual,1
Tata,Harrier,2005,0.5,18.7,159721,Diesel,Individual,Manual,5
Toyota,Innova,2013,0.5,16.73,23968,CNG,Individual,Manual,5
Toyota,Innova,2012,0.5,15.13,175740,CNG,Dealer,Automatic,2
Hyundai,Venue,2010,0.5,13.61,123560,Petrol,Dealer,Automatic,5
Tata,Harrier,2011,0.5,13.52,56032,Petrol,Individual,Manual,4
Mahindra,XUV500,2023,8.61,12.04,13802,CNG,Dealer,Manual,5
Hyundai,Creta,2016,4.49,16.4,10846,CNG,Dealer,Manual,0
Honda,City,2019,3.43,13.24,184640,Petrol,Dealer,Manual,1
Honda,Amaze,2017,0.5,10.43,126241,Petrol,Individual,Automatic,3
Tata,Tiago,2009,0.5,8.08,125174,CNG,Individual,Automatic,2
Mahindra,Scorpio,2018,5.45,17.16,123078,Diesel,Dealer,Automatic,3
Honda,Amaze,2019,6.42,19.41,173563,Diesel,Individual,Automatic,5
Tata,Nexon,2019,8.3,22.76,179698,Diesel,Dealer,Manual,4
Toyota,Etios,2009,0.5,22.54,128715,Petrol,Individual,Manual,2
Kia,Sonet,2012,0.5,3.06,188023,CNG,Dealer,Manual,5
Mahindra,Scorpio,2020,13.24,23.01,69255,Petrol,Individual,Automatic,2
Toyota,Etios,2021,1.85,9.17,176316,Petrol,Individual,Manual,4
Tata,Harrier,2017,0.5,12.31,170065,Petrol,Individual,Automatic,2
Honda,Civic,2013,0.5,9.24,175196,CNG,Individual,Automatic,4
Honda,Civic,2015,0.5,5.43,82285,Diesel,Dealer,Manual,1
Kia,Seltos,2024,12.91,17.03,161160,Petrol,Individual,Automatic,4
Mahindra,XUV500,2016,0.5,5.88,160914,Diesel,Individual,Automatic,3
Maruti,Dzire,2016,1.04,14.91,122988,CNG,Individual,Automatic,4
Mahindra,Bolero,2009,0.5,5.96,30993,Diesel,Dealer,Automatic,1
Maruti,Baleno,2020,6.76,10.28,13078,Diesel,Dealer,Automatic,5
Mahindra,Bolero,2014,0.5,14.89,86838,CNG,Dealer,Automatic,1
Tata,Nexon,2006,0.5,14.55,34318,CNG,Individual,Manual,0
Honda,Amaze,2024,4.37,5.64,66221,Diesel,Individual,Manual,2
Mahindra,Scorpio,2008,0.5,4.16,160372,Diesel,Dealer,Manual,5
Kia,Seltos,2020,4.03,9.97,59371,Petrol,Dealer,Manual,4
Mahindra,Scorpio,2007,0.5,14.22,40809,Diesel,Individual,Manual,4
Honda,Civic,2022,8.05,14.08,184444,Petrol,Individual,Automatic,1
Honda,Civic,2005,0.5,20.31,73452,Petrol,Dealer,Manual,5
Toyota,Etios,2012,0.5,8.01,12817,CNG,Dealer,Manual,5
Toyota,Innova,2006,0.5,6.48,40853,Petrol,Individual,Manual,5
Maruti,Dzire,2005,0.5,14.03,63964,Diesel,Dealer,Automatic,2
Hyundai,Verna,2022,18.49,24.73,40964,CNG,Dealer,Automatic,1
Hyundai,i20,2021,4.27,11.49,107212,CNG,Individual,Automatic,5
Mahindra,XUV500,2015,0.5,11.1,179117,CNG,Dealer,Automatic,2
Toyota,Etios,2020,6.04,14.41,146317,Diesel,Individual,Automatic,2
Honda,City,2024,21.57,24.13,110981,Petrol,Individual,Automatic,0
Maruti,Alto,2018,3.51,11.71,111362,Petrol,Individual,Automatic,1
Kia,Seltos,2015,2.09,24.63,122564,CNG,Dealer,Manual,3
Tata,Nexon,2010,0.5,19.23,87613,Diesel,Individual,Manual,1
Tata,Harrier,2011,0.5,4.36,120762,CNG,Dealer,Automatic,3
Mahindra,Scorpio,2010,0.5,20.89,159247,Diesel,Dealer,Manual,3
Kia,Seltos,2012,0.5,11.64,132353,Diesel,Individual,Automatic,1
Hyundai,Verna,2009,0.5,11.9,43272,Diesel,Individual,Automatic,5
Toyota,Fortuner,2012,0.5,3.88,161600,CNG,Dealer,Automatic,4
Maruti,Alto,2010,0.5,20.33,165153,Petrol,Dealer,Manual,2
Honda,City,2024,15.44,19.89,22465,Petrol,Individual,Manual,4
Tata,Tiago,2006,0.5,6.62,77886,CNG,Dealer,Automatic,0
Maruti,Alto,2016,5.99,23.31,69220,Petrol,Dealer,Manual,0
Toyota,Etios,2014,0.5,23.75,165607,Petrol,Individual,Manual,4
Kia,Sonet,2018,0.53,10.73,130687,CNG,Individual,Automatic,5
Maruti,Alto,2015,0.5,11.54,118922,Diesel,Individual,Automatic,3
Maruti,Swift,2005,0.5,7.9,82007,Petrol,Dealer,Manual,5
Maruti,Dzire,2021,4.13,9.64,53870,Petrol,Individual,Manual,3
Kia,Sonet,2011,0.5,15.89,20692,CNG,Individual,Manual,3
Maruti,Baleno,2010,0.5,9.5,38644,Diesel,Individual,Automatic,1
Toyota,Fortuner,2022,18.04,24.14,15088,Diesel,Individual,Manual,1
Maruti,Swift,2018,6.21,22.83,122479,CNG,Dealer,Manual,4
Honda,Amaze,2022,2.05,4.36,132330,Diesel,Dealer,Automatic,2
Hyundai,Verna,2024,6.66,12.89,180166,Diesel,Individual,Manual,5
Hyundai,Verna,2010,0.5,12.88,12888,Diesel,Individual,Automatic,4
Kia,Seltos,2009,0.5,23.71,158771,Petrol,Dealer,Manual,1
Hyundai,Verna,2008,0.5,3.59,152753,Petrol,Individual,Manual,0
Mahindra,Bolero,2023,4.26,6.87,145147,CNG,Dealer,Automatic,1
Mahindra,XUV500,2022,6.69,9.54,38313,Petrol,Individual,Automatic,1
Tata,Harrier,2011,0.5,12.8,141736,Diesel,Dealer,Automatic,0
Honda,Amaze,2012,0.5,11.2,30885,Diesel,Dealer,Manual,5
Maruti,Swift,2018,7.43,23.92,88303,Petrol,Dealer,Manual,5
Maruti,Swift,2015,3.7,15.06,12784,CNG,Dealer,Manual,0
Mahindra,Bolero,2010,0.5,22.95,176246,Petrol,Individual,Automatic,5
Toyota,Fortuner,2016,2.66,23.45,198566,CNG,Individual,Automatic,1
Tata,Tiago,2016,0.5,5.36,164521,CNG,Dealer,Automatic,0
Kia,Seltos,2008,0.5,21.46,20850,Petrol,Dealer,Automatic,5
Maruti,Baleno,2017,1.66,5.34,85797,Diesel,Individual,Automatic,0
Maruti,Swift,2009,0.5,19.65,24559,Petrol,Individual,Manual,0
Kia,Sonet,2016,5.54,20.48,7664,Diesel,Individual,Automatic,2
Hyundai,Venue,2019,2.16,5.16,68495,Diesel,Dealer,Manual,0
Maruti,Dzire,2013,0.5,16.49,63813,CNG,Dealer,Automatic,4
Kia,Seltos,2011,0.5,17.86,37840,Diesel,Dealer,Automatic,4
Honda,Civic,2017,0.97,6.66,12403,Petrol,Individual,Manual,0
Honda,Amaze,2007,0.5,10.2,191839,Petrol,Individual,Automatic,3
Mahindra,Bolero,2022,16.83,23.18,37628,Petrol,Dealer,Automatic,2
Tata,Tiago,2016,0.5,8.69,174722,Petrol,Dealer,Automatic,3
Maruti,Alto,2015,2.46,14.36,71143,Petrol,Dealer,Automatic,1
Hyundai,Verna,2014,1.61,23.06,33711,Diesel,Individual,Manual,2
Tata,Nexon,2005,0.5,20.1,135768,Petrol,Dealer,Manual,3
Honda,City,2006,0.5,23.21,84328,Diesel,Dealer,Automatic,0
Mahindra,Bolero,2013,0.5,6.81,123336,Petrol,Individual,Manual,0
Maruti,Dzire,2021,12.98,20.94,64772,CNG,Dealer,Manual,2
Mahindra,Bolero,2010,0.5,4.03,96241,Petrol,Individual,Automatic,0
Toyota,Etios,2011,0.5,14.38,137365,Diesel,Dealer,Automatic,0
Hyundai,Venue,2011,0.5,24.86,26227,CNG,Dealer,Automatic,4
Kia,Sonet,2023,2.86,4.17,75496,Petrol,Individual,Automatic,1
Maruti,Dzire,2006,0.5,13.07,113870,Petrol,Dealer,Manual,2
Hyundai,Venue,2005,0.5,4.36,164431,Diesel,Dealer,Manual,1
Hyundai,i20,2014,0.5,3.23,144055,CNG,Individual,Manual,4
Toyota,Innova,2011,0.5,17.07,155268,Petrol,Dealer,Automatic,2
Mahindra,Bolero,2020,6.95,12.68,55775,Diesel,Dealer,Manual,2
Mahindra,Bolero,2009,0.5,5.02,87258,CNG,Individual,Manual,5
Honda,Civic,2007,0.5,22.08,155025,Diesel,Individual,Automatic,3
Maruti,Baleno,2010,0.5,9.58,132080,Diesel,Individual,Manual,3
Kia,Sonet,2024,10.12,14.81,159564,Diesel,Dealer,Automatic,4
Tata,Tiago,2013,0.5,5.14,83973,Petrol,Dealer,Automatic,5
Tata,Harrier,2020,9.14,19.71,130843,Petrol,Dealer,Manual,5
Maruti,Swift,2008,0.5,12.37,110303,Diesel,Individual,Manual,2
Mahindra,XUV500,2019,3.26,13.34,139996,Petrol,Individual,Automatic,5
Hyundai,i20,2024,13.07,18.18,177144,Petrol,Individual,Automatic,3
Tata,Nexon,2018,0.5,4.88,118954,Diesel,Individual,Manual,5
Honda,Amaze,2024,2.61,4.04,100429,Diesel,Dealer,Automatic,4
Mahindra,Bolero,2018,5.76,18.59,109429,Petrol,Individual,Automatic,3
Maruti,Swift,2011,0.5,19.66,132923,Petrol,Individual,Automatic,5
Maruti,Alto,2013,0.5,16.06,6012,CNG,Individual,Automatic,1
Hyundai,i20,2007,0.5,14.02,191156,Petrol,Dealer,Manual,3
Honda,City,2007,0.5,16.07,95781,Petrol,Individual,Automatic,4
Toyota,Fortuner,2022,0.5,3.0,26450,CNG,Individual,Manual,4
Kia,Sonet,2009,0.5,16.78,58074,CNG,Individual,Manual,3
Kia,Sonet,2016,1.12,15.11,197446,CNG,Dealer,Automatic,0
Kia,Seltos,2015,0.5,11.85,180722,Petrol,Dealer,Automatic,1
Tata,Nexon,2019,0.5,5.51,70159,CNG,Individual,Automatic,2
Kia,Seltos,2021,9.79,21.51,197566,CNG,Dealer,Manual,5
Tata,Tiago,2018,1.36,9.25,62282,Petrol,Dealer,Manual,5
Mahindra,Scorpio,2013,0.5,22.27,84522,Petrol,Individual,Automatic,4
Kia,Seltos,2010,0.5,14.35,81362,Petrol,Dealer,Manual,3
Hyundai,Venue,2021,13.81,22.8,74231,CNG,Dealer,Automatic,3
Honda,Amaze,2012,0.5,3.12,198663,CNG,Dealer,Manual,2
Maruti,Baleno,2020,9.62,16.29,24567,Petrol,Dealer,Automatic,4
Maruti,Dzire,2014,0.5,15.54,155636,Petrol,Dealer,Manual,4
Kia,Sonet,2011,0.5,17.13,150305,Petrol,Dealer,Automatic,3
Tata,Harrier,2014,0.5,9.09,75315,Petrol,Dealer,Automatic,5
Kia,Seltos,2012,0.5,24.77,102297,Diesel,Individual,Automatic,0
Hyundai,Venue,2011,0.5,16.54,43728,CNG,Individual,Automatic,0
Mahindra,Bolero,2022,9.71,13.62,12282,CNG,Dealer,Automatic,4
Hyundai,Verna,2018,0.5,7.02,136319,Petrol,Dealer,Manual,4
Toyota,Etios,2017,0.5,6.43,49936,Petrol,Dealer,Manual,5
Hyundai,i20,2011,0.5,21.4,114662,CNG,Individual,Manual,3
Maruti,Swift,2016,0.99,14.29,166793,Petrol,Dealer,Automatic,3
Toyota,Etios,2007,0.5,16.87,113876,CNG,Dealer,Automatic,0
Kia,Sonet,2011,0.5,17.98,126802,Diesel,Dealer,Manual,5
Honda,City,2013,0.5,14.35,15528,Diesel,Individual,Manual,0
Hyundai,Verna,2020,9.86,19.59,123068,Diesel,Dealer,Automatic,4
Tata,Harrier,2023,11.8,15.47,118957,Petrol,Dealer,Manual,0
Mahindra,XUV500,2015,3.89,22.64,9868,CNG,Dealer,Manual,2
Maruti,Baleno,2016,4.95,16.49,33581,Diesel,Dealer,Manual,1
Honda,Amaze,2008,0.5,9.35,99381,CNG,Dealer,Automatic,5
Toyota,Etios,2011,0.5,13.17,31376,Petrol,Dealer,Manual,4
Maruti,Baleno,2024,8.56,9.06,29045,CNG,Dealer,Automatic,1
Kia,Sonet,2019,8.69,18.75,29474,Petrol,Dealer,Manual,2
Hyundai,Venue,2008,0.5,15.8,46335,Petrol,Individual,Automatic,2
Mahindra,XUV500,2011,0.5,22.76,70293,Petrol,Individual,Automatic,3
Maruti,Swift,2010,0.5,10.83,61764,Diesel,Dealer,Manual,3
Maruti,Alto,2014,0.5,12.07,110106,CNG,Dealer,Automatic,5
Maruti,Swift,2005,0.5,8.28,168555,Petrol,Individual,Manual,2
Honda,Amaze,2021,3.36,5.8,52867,Petrol,Dealer,Manual,3
Toyota,Fortuner,2019,7.87,21.77,82513,Petrol,Individual,Manual,4
Toyota,Etios,2015,4.58,23.87,50136,Diesel,Dealer,Manual,2
Mahindra,Scorpio,2011,0.5,17.84,94722,Diesel,Individual,Manual,4
Mahindra,Scorpio,2014,0.5,9.72,93820,Petrol,Dealer,Manual,1
Kia,Seltos,2019,6.57,15.52,28303,Diesel,Individual,Manual,5
Hyundai,Creta,2008,0.5,20.15,55270,CNG,Dealer,Automatic,1
Maruti,Baleno,2018,4.25,16.4,132782,CNG,Individual,Automatic,3
Toyota,Etios,2010,0.5,10.26,72813,Petrol,Dealer,Automatic,1
Mahindra,Scorpio,2018,1.38,6.12,22825,Diesel,Individual,Automatic,5
Honda,Amaze,2009,0.5,15.7,46604,Diesel,Dealer,Manual,4
Tata,Tiago,2023,0.5,3.69,193516,Petrol,Dealer,Manual,4
Hyundai,Creta,2014,1.81,13.03,7931,Diesel,Individual,Manual,2
Hyundai,Creta,2015,0.5,18.46,179863,Diesel,Individual,Manual,2
Maruti,Baleno,2023,13.65,19.72,78983,CNG,Dealer,Manual,0
Hyundai,i20,2017,0.5,10.59,132029,CNG,Individual,Automatic,4
Toyota,Innova,2006,0.5,17.27,103285,Diesel,Individual,Manual,4
Hyundai,Verna,2011,0.5,4.97,76594,CNG,Individual,Manual,3
Honda,Civic,2010,0.5,3.79,169874,CNG,Dealer,Manual,5
Honda,Amaze,2014,0.5,13.59,161662,CNG,Individual,Automatic,4
Tata,Harrier,2016,0.5,7.15,137375,Petrol,Dealer,Automatic,5
Kia,Sonet,2018,2.83,13.81,187910,Diesel,Dealer,Manual,3
Maruti,Alto,2005,0.5,9.0,151473,Petrol,Individual,Automatic,3
Honda,City,2005,0.5,18.23,138971,CNG,Individual,Manual,3
Maruti,Baleno,2015,0.5,3.58,76084,CNG,Dealer,Manual,3
Hyundai,Creta,2021,14.22,20.38,5046,Petrol,Dealer,Automatic,1
Mahindra,XUV500,2018,0.5,5.01,41326,Petrol,Individual,Manual,2
Tata,Harrier,2009,0.5,18.92,121106,Diesel,Dealer,Automatic,4
Maruti,Swift,2010,0.5,3.44,159991,Diesel,Dealer,Automatic,4
Kia,Seltos,2013,0.5,24.68,38659,CNG,Dealer,Automatic,3
Kia,Seltos,2014,0.5,7.06,197661,Petrol,Dealer,Manual,5
Mahindra,Scorpio,2005,0.5,21.81,176245,CNG,Individual,Automatic,5
Mahindra,Scorpio,2011,0.5,6.83,160185,Petrol,Dealer,Automatic,3
Toyota,Etios,2018,0.5,5.65,112000,Diesel,Dealer,Automatic,5
Kia,Seltos,2016,0.5,5.98,9594,CNG,Individual,Manual,5
Kia,Sonet,2014,0.5,8.47,171232,CNG,Dealer,Manual,2
Mahindra,XUV500,2009,0.5,16.61,22764,Diesel,Dealer,Manual,0
Tata,Nexon,2014,0.5,8.56,6021,Petrol,Dealer,Manual,3
Honda,Amaze,2013,0.5,22.63,159640,CNG,Individual,Manual,1
Hyundai,Verna,2016,2.91,9.43,14685,Diesel,Individual,Automatic,3
Mahindra,Bolero,2005,0.5,15.72,199535,Diesel,Dealer,Manual,0
Toyota,Fortuner,2021,16.24,23.77,14195,Petrol,Dealer,Manual,0
Maruti,Dzire,2012,0.5,23.8,83986,Petrol,Dealer,Manual,2
Tata,Nexon,2017,5.44,20.75,27804,Petrol,Dealer,Manual,5
Hyundai,Venue,2010,0.5,9.13,123593,CNG,Individual,Manual,4
Mahindra,Scorpio,2011,0.5,9.12,96376,CNG,Individual,Manual,4
Honda,City,2014,0.5,19.64,156461,CNG,Dealer,Manual,5
Honda,Civic,2017,1.02,14.99,198378,Diesel,Individual,Automatic,2
Mahindra,Scorpio,2006,0.5,11.73,99726,Petrol,Individual,Automatic,1
Hyundai,Venue,2016,1.23,3.6,24618,Diesel,Dealer,Automatic,1
Maruti,Alto,2006,0.5,23.52,6874,Diesel,Individual,Automatic,4
Maruti,Alto,2005,0.5,24.4,37651,CNG,Dealer,Manual,5
Toyota,Etios,2014,1.12,17.58,6658,Diesel,Individual,Manual,5
Honda,Amaze,2020,10.29,21.61,56572,Petrol,Individual,Automatic,4
Hyundai,Verna,2007,0.5,4.12,133264,Petrol,Individual,Automatic,5
Kia,Sonet,2012,0.5,21.43,122733,Petrol,Individual,Automatic,4
Kia,Seltos,2005,0.5,24.32,156684,CNG,Individual,Automatic,5
Hyundai,i20,2007,0.5,19.62,140678,Petrol,Dealer,Manual,0
Kia,Seltos,2023,5.94,8.4,36853,Petrol,Dealer,Manual,4
Toyota,Fortuner,2005,0.5,13.67,68789,Petrol,Dealer,Manual,2
Hyundai,Verna,2013,0.5,7.95,81998,CNG,Dealer,Manual,0
Honda,Amaze,2022,15.91,21.32,5745,Diesel,Dealer,Manual,3
Toyota,Etios,2024,20.43,24.74,108579,Diesel,Dealer,Automatic,4
Hyundai,Venue,2014,0.7,6.72,46300,Petrol,Individual,Manual,0
Honda,City,2006,0.5,16.49,33198,Petrol,Individual,Manual,5
Maruti,Swift,2018,3.33,11.78,18360,Diesel,Individual,Manual,5
Maruti,Baleno,2018,2.38,13.65,148143,CNG,Individual,Automatic,3
Mahindra,Scorpio,2009,0.5,15.22,70705,Petrol,Individual,Manual,1
Maruti,Swift,2005,0.5,22.12,17955,CNG,Dealer,Automatic,5
Honda,Amaze,2005,0.5,6.28,7261,Diesel,Individual,Manual,5
Tata,Harrier,2007,0.5,21.79,112363,Diesel,Dealer,Automatic,0
Maruti,Baleno,2006,0.5,16.62,31229,CNG,Individual,Manual,2
Maruti,Alto,2019,8.28,21.54,114995,CNG,Individual,Automatic,2
Hyundai,i20,2023,17.33,23.84,103888,CNG,Individual,Automatic,4
Maruti,Swift,2024,14.77,21.38,197049,CNG,Dealer,Automatic,5
Hyundai,Verna,2013,0.5,3.44,111174,Diesel,Individual,Automatic,2
Tata,Nexon,2019,0.87,5.19,134870,CNG,Dealer,Automatic,3
Maruti,Swift,2022,8.55,14.64,92824,CNG,Dealer,Manual,1
Honda,Amaze,2005,0.5,17.49,27540,Diesel,Dealer,Automatic,3
Toyota,Innova,2018,2.88,11.66,180302,Petrol,Dealer,Automatic,0
Toyota,Etios,2007,0.5,20.09,149819,Diesel,Individual,Automatic,1
Tata,Nexon,2016,0.86,10.98,120687,Diesel,Individual,Automatic,2
Kia,Sonet,2023,5.36,7.48,29784,Petrol,Individual,Manual,1
Tata,Harrier,2007,0.5,5.11,10218,Petrol,Dealer,Automatic,3
Mahindra,Bolero,2024,17.37,18.45,7882,Diesel,Dealer,Automatic,3
Toyota,Fortuner,2008,0.5,3.05,48504,Diesel,Individual,Manual,5
Honda,Civic,2005,0.5,19.78,35247,Petrol,Individual,Manual,1
Toyota,Fortuner,2014,0.5,8.62,12951,CNG,Individual,Automatic,5
Mahindra,Bolero,2014,0.5,11.69,121664,Petrol,Individual,Manual,3
Mahindra,Bolero,2006,0.5,21.53,69397,Diesel,Dealer,Manual,4
Honda,Civic,2020,4.0,13.22,189542,Diesel,Individual,Manual,1
Maruti,Swift,2015,0.5,9.63,138702,Diesel,Individual,Manual,2
Tata,Tiago,2018,5.54,22.28,178392,CNG,Dealer,Automatic,5
Hyundai,Verna,2011,0.5,6.06,152934,Diesel,Individual,Manual,3
Toyota,Innova,2015,4.12,21.56,7893,Petrol,Dealer,Automatic,2
Kia,Seltos,2020,2.03,5.69,58557,CNG,Individual,Manual,0
Tata,Harrier,2011,0.5,7.5,28406,Diesel,Dealer,Manual,3
Honda,Amaze,2013,0.5,21.48,100625,CNG,Dealer,Manual,3
Tata,Nexon,2005,0.5,8.86,80688,Diesel,Dealer,Automatic,4
Tata,Nexon,2022,0.5,3.11,138383,CNG,Dealer,Manual,1
Mahindra,Bolero,2023,6.75,9.14,100914,Petrol,Individual,Automatic,1
Honda,Amaze,2008,0.5,8.4,144901,Petrol,Dealer,Automatic,4
Kia,Seltos,2023,13.24,18.02,163581,Diesel,Dealer,Automatic,1
Hyundai,Creta,2018,4.93,14.77,111238,Diesel,Dealer,Manual,1
Toyota,Fortuner,2018,7.1,23.29,133786,Diesel,Individual,Manual,3
Mahindra,Bolero,2019,7.28,20.39,192412,Diesel,Individual,Automatic,0
Tata,Nexon,2013,0.5,3.9,124004,Petrol,Individual,Automatic,2
Mahindra,Bolero,2024,6.19,7.97,19704,Petrol,Dealer,Manual,5
Tata,Tiago,2009,0.5,19.69,170849,Diesel,Dealer,Manual,2
Honda,Civic,2012,0.5,24.36,190825,CNG,Individual,Automatic,1
Mahindra,XUV500,2016,2.61,21.88,169946,Diesel,Individual,Manual,2
Kia,Sonet,2006,0.5,10.05,126214,Diesel,Individual,Manual,2
Maruti,Baleno,2013,0.5,7.63,103963,Diesel,Individual,Automatic,0
Honda,City,2019,4.36,11.88,71022,CNG,Dealer,Automatic,4
Kia,Seltos,2015,1.6,17.03,118852,Petrol,Dealer,Automatic,0
Toyota,Fortuner,2018,6.85,22.05,61393,CNG,Individual,Manual,5
Kia,Seltos,2007,0.5,16.86,141114,Diesel,Individual,Manual,4
Toyota,Etios,2014,0.5,6.01,26417,Petrol,Dealer,Manual,3
Toyota,Etios,2018,1.88,6.43,114456,Diesel,Dealer,Automatic,3
Hyundai,Verna,2010,0.5,19.77,48487,Diesel,Individual,Automatic,4
Maruti,Baleno,2022,8.38,15.56,141610,Diesel,Individual,Automatic,5
Toyota,Innova,2007,0.5,22.64,135540,CNG,Dealer,Manual,1
Maruti,Dzire,2014,0.5,3.66,30624,Diesel,Dealer,Manual,5
Toyota,Etios,2005,0.5,11.34,157349,Diesel,Dealer,Automatic,3
Kia,Sonet,2005,0.5,14.67,63557,Diesel,Individual,Manual,2
Toyota,Fortuner,2006,0.5,5.31,102190,Petrol,Individual,Manual,2
Toyota,Innova,2015,2.95,15.45,10590,Petrol,Dealer,Manual,1
Hyundai,Verna,2014,0.64,12.02,85971,Diesel,Dealer,Manual,0
Tata,Nexon,2016,3.43,13.33,80238,Diesel,Individual,Manual,2
Mahindra,XUV500,2012,0.5,6.46,108576,Petrol,Dealer,Manual,3
Maruti,Alto,2021,10.77,18.33,21329,Petrol,Dealer,Manual,5
Mahindra,Scorpio,2007,0.5,4.99,186859,Petrol,Individual,Manual,1
Toyota,Fortuner,2022,14.57,16.9,6408,Petrol,Dealer,Automatic,2
